"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @ShashiTharoor: @TVMohandasPai . In numerous speeches, writings &amp; interviews, I keep stressing that the message “ I will respect your Tr…",FALSE,0,NA,2020-01-12 14:24:06,FALSE,NA,"1216365238972379138",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",99,TRUE,FALSE,NA,NA
"RT @CNNnews18: #NewsAlert – Congress MP Shashi Tharoor stands in solidarity with Jamia Millia Islamia students.

Attack on students is a bl…",FALSE,0,NA,2020-01-12 14:22:27,FALSE,NA,"1216364825346895873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",85,TRUE,FALSE,NA,NA
"My pleasure &amp; privilege, dear friends of @jamiamillia_ ! Stay strong. We are with you. @INCIndia https://t.co/IELEZCCg0h",FALSE,1158,NA,2020-01-12 14:13:18,FALSE,NA,"1216362521793220609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",206,FALSE,FALSE,NA,NA
"RT @ANI: Delhi: Congress MP Shashi Tharoor joins protest against #CitizenshipAmendmentAct &amp; #NationalRegisterofCitizens,  
in Shaheen Bagh.…",FALSE,0,NA,2020-01-12 14:08:22,FALSE,NA,"1216361279259987968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",286,TRUE,FALSE,NA,NA
"@TVMohandasPai . In numerous speeches, writings &amp; interviews, I keep stressing that the message “ I will respect yo… https://t.co/N8Xnna4Ca5",FALSE,636,"TVMohandasPai",2020-01-12 14:07:39,TRUE,"1216276104870158336","1216361096904232962","1274690550","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",99,FALSE,FALSE,NA,NA
"Yes it was fabulous to see the courage, passion &amp; determination of the women of ShaheenBagh. Including the nonagena… https://t.co/3v6EcZrgse",FALSE,872,NA,2020-01-12 14:03:14,TRUE,NA,"1216359988920082435",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",191,FALSE,FALSE,NA,NA
"RT @ndtv: Congress MP Shashi Tharoor joins protest against #CAA and #NRC outside Jamia Millia Islamia.

(Image: ANI)

More on NDTV 24x7 and…",FALSE,0,NA,2020-01-12 14:01:25,FALSE,NA,"1216359532051304449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",274,TRUE,FALSE,NA,NA
"It was overdue. @INCIndia stands with the students. @INCDelhi President @SChopraINC has been to both campuses &amp; Sha… https://t.co/g1tNEp0ub9",FALSE,1564,NA,2020-01-12 13:55:18,TRUE,NA,"1216357991688982528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",395,FALSE,FALSE,NA,NA
"Thanks. It’s been humbling to see the intensity of the feelings at @jamiamillia_  &amp; at ShaheenBagh which I have jus… https://t.co/zKF7F3TvIa",FALSE,480,NA,2020-01-12 13:52:20,TRUE,NA,"1216357245287448577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",92,FALSE,FALSE,NA,NA
"Thanks. The inspiration cane from all of you there. https://t.co/wLh5ryjtlm",FALSE,495,NA,2020-01-12 13:50:48,FALSE,NA,"1216356860032241664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",71,FALSE,FALSE,NA,NA
"RT @mohitsatyanand: The war against hatred will be won, one conscience at a time.",FALSE,0,NA,2020-01-12 13:03:47,FALSE,NA,"1216345025098866688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",390,TRUE,FALSE,NA,NA
"RT @INCTharoorian: @ShashiTharoor @jamiamillia_ @INCDelhi Dissent always had a hallowed place in our traditions. But for Modi govt, dissent…",FALSE,0,NA,2020-01-12 13:03:47,FALSE,NA,"1216345025094668289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",25,TRUE,FALSE,NA,NA
"RT @ShashiTharoor: @nsnadeemsarwar . Thanks for the kind &amp;generous words. You students are the true inspiration for all of us! @nsnadeemsar…",FALSE,0,NA,2020-01-12 13:00:46,FALSE,NA,"1216344268207349761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",30,TRUE,FALSE,NA,NA
"@nsnadeemsarwar . Thanks for the kind &amp;generous words. You students are the true inspiration for all of us! @nsnadeemsarwar",FALSE,259,"nsnadeemsarwar",2020-01-12 12:57:50,FALSE,"1216336025993150469","1216343527551983616","503847063","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",30,FALSE,FALSE,NA,NA
"RT @nsnadeemsarwar: Just witnessed @ShashiTharoor at Jamia Millia protest. The moment he took the stage, its as if he injected raw hope in…",FALSE,0,NA,2020-01-12 12:46:56,FALSE,NA,"1216340786536542215",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",342,TRUE,FALSE,NA,NA
"Stuck in severe traffic between @jamiamillia_ &amp; ShaheenBagh, a 3 km journey that has already taken half an hour. Me… https://t.co/KP9XHYe9Vd",FALSE,2684,NA,2020-01-12 12:44:31,TRUE,NA,"1216340177133568001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",393,FALSE,FALSE,NA,NA
"Addressed a packed throng of students at <U+2066>@jamiamillia_<U+2069> with <U+2066>@INCDelhi<U+2069> President Subhash Chopra. So thick were t… https://t.co/3miyC4XIe5",FALSE,934,NA,2020-01-12 12:40:56,TRUE,NA,"1216339275412721665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",197,FALSE,FALSE,NA,NA
"Amazing turnout of 10-15,000 at <U+2066>@jamiamillia_<U+2069> as I addressed students in solidarity with their protests against… https://t.co/tjfgQyfbrO",FALSE,2193,NA,2020-01-12 12:38:04,TRUE,NA,"1216338555997310976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",543,FALSE,FALSE,NA,NA
"RT @ANI: Delhi: Congress MP Shashi Tharoor and Congress State President Subhash Chopra join protest against #CitizenshipAmendmentAct &amp; #Nat…",FALSE,0,NA,2020-01-12 12:28:03,FALSE,NA,"1216336034478211073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",225,TRUE,FALSE,NA,NA
"On my way to Jamia https://t.co/fBnVvY0Zvb",FALSE,4765,NA,2020-01-12 11:33:58,FALSE,NA,"1216322424624431104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShashiTharoor",989,FALSE,FALSE,NA,NA
"RT @JayasreeVijayan: #PriyankaGandhiVadra
#HappyBirthdayPriyankaGandhiji 
#Tharoorians 
@ShashiTharoor https://t.co/9QADm1E7Q7",FALSE,0,NA,2020-01-12 10:26:22,FALSE,NA,"1216305412229582849",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",57,TRUE,FALSE,NA,NA
"SwamiVivekananda has been an inspiration since college days. To accept the universality of all religions, the impor… https://t.co/yQLpRlymRs",FALSE,1909,NA,2020-01-12 09:20:35,TRUE,NA,"1216288857680859142",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",233,FALSE,FALSE,NA,NA
"<U+091A><U+094C><U+0932><U+093E> <U+0924><U+0941><U+092E><U+094D><U+0939><U+0940> <U+0938><U+093E> <U+0939><U+0948> <U+092E><U+0917><U+0930> <U+0935><U+093F><U+091A><U+093E><U+0930> <U+0928><U+0939><U+0940> <U+0939><U+0948><U+0902>
<U+0938><U+0902><U+0924><U+094B><U+0902> <U+0915><U+0947> <U+0905><U+092C> <U+0935><U+094B> <U+0938><U+0902><U+0924> <U+0938><U+0947> <U+0935><U+094D><U+092F><U+0935><U+0939><U+093E><U+0930> <U+0928><U+0939><U+0940> <U+0939><U+0948><U+0902>
#SwamiVivekanandaJayanti https://t.co/gU59sDRR9G",FALSE,2212,NA,2020-01-12 08:41:47,FALSE,NA,"1216279092418371584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",462,FALSE,FALSE,NA,NA
"#SwamiVivekanandaJayanti is also celebrated as National Youth Day. He inspired youth to awaken, to rise against inj… https://t.co/4hA0UC0iF1",FALSE,798,NA,2020-01-12 08:32:20,TRUE,NA,"1216276712222117894",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",164,FALSE,FALSE,NA,NA
"#SwamiVivekanandaJayanti https://t.co/Q0D8SGjhuU",FALSE,460,NA,2020-01-12 08:23:16,FALSE,NA,"1216274431263166464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",105,FALSE,FALSE,NA,NA
"#SwamiVivekanandaJayanti https://t.co/v8eFisG9wf",FALSE,3357,NA,2020-01-12 08:22:54,FALSE,NA,"1216274339059814400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",619,FALSE,FALSE,NA,NA
"This afternoon. All welcome. https://t.co/Nul6KmWZ6X",FALSE,2350,NA,2020-01-12 08:19:41,FALSE,NA,"1216273528024027136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",347,FALSE,FALSE,NA,NA
"RT @jijoy_matt: ""When a minister in Modi Govt. is not able to prove his exact birth date, how will you be expecting the poor Indians in NRC…",FALSE,0,NA,2020-01-11 19:50:44,FALSE,NA,"1216085049507893249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",755,TRUE,FALSE,NA,NA
"The full video (an hour long) of my remarks on ""Why Dissent Matters"" and Q&amp;A at the @NewIndianXpress' #ThinkEdu2020… https://t.co/TSzMKwKExm",FALSE,799,NA,2020-01-11 19:20:28,TRUE,NA,"1216077434128236544",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",158,FALSE,FALSE,NA,NA
"https://t.co/Ybi8uOa60O https://t.co/Wth4Okp0Do",FALSE,478,NA,2020-01-11 19:18:20,FALSE,NA,"1216076896473010176",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",88,FALSE,FALSE,NA,NA
"https://t.co/k51REa1TAl",FALSE,393,"ShashiTharoor",2020-01-11 18:17:46,FALSE,"1215997522491002880","1216061653105537024","24705126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",45,FALSE,FALSE,NA,NA
"Glad to join JNU students (preferably without lathi-wielding attendants) at 6pm tomorrow under the auspices of… https://t.co/ysFm8pS6sm",FALSE,3066,NA,2020-01-11 17:42:38,TRUE,NA,"1216052811739172864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",651,FALSE,FALSE,NA,NA
"RT @writesaket: Some are saying @arvindkejriwal doesn't control @DelhiPolice so his presence at #JNU would've made no difference. I am sorr…",FALSE,0,NA,2020-01-11 17:25:08,FALSE,NA,"1216048408391114752",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",130,TRUE,FALSE,NA,NA
"Delighted to inaugurate today the new Public Policy Programme at St.Stephen’s College, my alma mater. Spoke of the… https://t.co/pPqWQtvj4K",FALSE,982,NA,2020-01-11 14:02:56,TRUE,NA,"1215997522491002880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",126,FALSE,FALSE,NA,NA
"Moderated last night a delightful discussion with gourmet writer <U+2066>@virsanghvi<U+2069> &amp; Michelin-star master chef <U+2066>… https://t.co/xVkkkPzPL7",FALSE,233,NA,2020-01-11 13:53:18,TRUE,NA,"1215995097981931520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",33,FALSE,FALSE,NA,NA
"Enjoying chairing, as Dean, the 10th edition of the AsianForum on GlobalGovernance #AFGG which annually brings some… https://t.co/BPzTaDTa0V",FALSE,377,NA,2020-01-11 13:48:06,TRUE,NA,"1215993790650970112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",62,FALSE,FALSE,NA,NA
"Very good questions by this protestor. Does the Government have any answers? https://t.co/1RLhzIjMRC",FALSE,27164,NA,2020-01-11 13:14:17,FALSE,NA,"1215985282685628416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",7732,FALSE,FALSE,NA,NA
"Why the #CAA_NRCProtests must rise above identity politics &amp; represent an #inclusiveindia for all Indians:
https://t.co/8iOzEHug2q",FALSE,2779,NA,2020-01-11 10:49:26,FALSE,NA,"1215948827980468224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",663,FALSE,FALSE,NA,NA
"RT @DhillonVijay: <U+0939><U+0948><U+0930><U+0924> <U+092E><U+0947><U+0902> <U+0939><U+0948> <U+092E><U+093E><U+0901>, <U+0939><U+0930> <U+0924><U+0930><U+092B>, <U+0928><U+092B><U+093C><U+0930><U+0924> <U+0915><U+093E> <U+091C><U+093F><U+0915><U+094D><U+0930> <U+0939><U+0948>
<U+0928><U+093E> <U+0939><U+093F><U+0902><U+0926><U+0942> <U+0915><U+094B> <U+092B><U+093F><U+0915><U+094D><U+0930> <U+0939><U+0948>, <U+0928><U+093E> <U+092E><U+0941><U+0938><U+094D><U+0932><U+093F><U+092E> <U+0915><U+094B> <U+092B><U+093F><U+0915><U+094D><U+0930> <U+0939><U+0948>
<U+0938><U+092C> <U+0916><U+0942><U+0928> <U+0915><U+0947> <U+092A><U+094D><U+092F><U+093E><U+0938><U+0947> <U+0939><U+0948><U+0902> <U+0914><U+0930> <U+092E><U+091C><U+093C><U+0939><U+092C> <U+0915><U+093E>…",FALSE,0,NA,2020-01-11 07:05:24,FALSE,NA,"1215892449102417921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",244,TRUE,FALSE,NA,NA
"Hope our Minister for Women @smritiirani will take action on this?! Or is she now a Minister *against* Women, espec… https://t.co/KsA5Jbqzau",FALSE,4903,NA,2020-01-11 06:51:31,TRUE,NA,"1215888952743223297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1670,FALSE,FALSE,NA,NA
"RT @JayasreeVijayan: Cell phone and iPad were discovered YUGAS before.  <U+0001F4F1><U+0001F4F2>
Zoom and see !!! 
A whatsapp forward  !!! 
@ShashiTharoor https:…",FALSE,0,NA,2020-01-11 06:46:02,FALSE,NA,"1215887576277516289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",116,TRUE,FALSE,NA,NA
"*While the economy is suffering, BJP’s income grew by whooping 135 percent to Rs 2410 crore in 2018-19.*

https://t.co/IQ0cMEDWcz",FALSE,11737,NA,2020-01-11 06:22:04,FALSE,NA,"1215881542116855808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",3943,FALSE,FALSE,NA,NA
"RT @writesaket: People kept on sending SOS tweets, mentioning @ArvindKejriwal on the night of the assault. I personally marked ovr a dozen…",FALSE,0,NA,2020-01-10 18:07:48,FALSE,NA,"1215696757285249024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",140,TRUE,FALSE,NA,NA
"Why we support <U+2066>@deepikapadukone<U+2069>: https://t.co/dluX9B9KLb",FALSE,2076,NA,2020-01-10 17:55:55,FALSE,NA,"1215693768537473024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",410,FALSE,FALSE,NA,NA
"Responding to the charge that <U+2066>@INCIndia<U+2069> was supporting protestors w/ placards saying “Free Kashmir “. Congress ha… https://t.co/lkHCaRMNaf",FALSE,800,NA,2020-01-10 17:54:11,TRUE,NA,"1215693330622758913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",205,FALSE,FALSE,NA,NA
"On the Jamia &amp; JNU assaults, a chilling attack on our democracy: https://t.co/YnK5WSZRg0",FALSE,1364,NA,2020-01-10 17:51:28,FALSE,NA,"1215692646447906816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",341,FALSE,FALSE,NA,NA
"The continuation of my response to the charge against <U+2066>@INCIndia<U+2069> that it was supporting only one community in the… https://t.co/qtjzViAsnb",FALSE,652,NA,2020-01-10 17:49:26,TRUE,NA,"1215692138421182464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",184,FALSE,FALSE,NA,NA
"My response to a journalist who charged that by opposing CAA/NRC, @incIndia was only identifying with the Muslim co… https://t.co/z6yW5KSI3n",FALSE,841,NA,2020-01-10 17:46:10,TRUE,NA,"1215691313321934848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",243,FALSE,FALSE,NA,NA
"Launching Samvaad, <U+2066>@INCDelhi’s<U+2069> attempt to welcome the voices the BJP is trying to stifle: https://t.co/7U4KzuoJ5X",FALSE,432,NA,2020-01-10 17:41:35,FALSE,NA,"1215690161964478464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",124,FALSE,FALSE,NA,NA
"Replying to a journalist’s question whether the JNU assaults were likely to be the first of many attempts to polari… https://t.co/cOs6mpStar",FALSE,790,NA,2020-01-10 17:39:52,TRUE,NA,"1215689727589793792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",221,FALSE,FALSE,NA,NA
"RT @ProfCong: .@ShashiTharoor with @SChopraINC @rohanrgupta @Sharmistha_GK and members of @INCDelhi launched Samwaad, to hear your voice &amp;…",FALSE,0,NA,2020-01-10 17:10:50,FALSE,NA,"1215682422269870081",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",69,TRUE,FALSE,NA,NA
"My response to @Arvindkejriwal’s statement that the Delhi Police must have had orders from above not to intervene i… https://t.co/nmhu2c5Pp4",FALSE,3760,NA,2020-01-10 16:58:44,TRUE,NA,"1215679379042291712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1033,FALSE,FALSE,NA,NA
"Congress Party steps forward :  @incdelhi launches campaign to get pulse of people for poll manifesto -… https://t.co/LidCO8yfGL",FALSE,615,NA,2020-01-10 16:54:46,TRUE,NA,"1215678377287245824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",181,FALSE,FALSE,NA,NA
"Delhi elections: @arvindKejriwal did not take strong stand against CAA: @shashiTharoor  @DeccanHerald https://t.co/64iXj512EM",FALSE,1427,NA,2020-01-10 16:51:28,FALSE,NA,"1215677550325665792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",315,FALSE,FALSE,NA,NA
"Shashi Tharoor’s #wordoftheweek: Goon - @htTweets - https://t.co/Rv48g58MhM",FALSE,313,NA,2020-01-10 16:49:00,FALSE,NA,"1215676928197152768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",69,FALSE,FALSE,NA,NA
"I support @INCDelhi’s resistance to the boycott campaign against @deepikapadukone — why should a woman of conscienc… https://t.co/oekigOeVy3",FALSE,9747,NA,2020-01-10 16:45:29,TRUE,NA,"1215676044587307010",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1743,FALSE,FALSE,NA,NA
"Launched @INCDelhi’s Samvaad campaign to receive suggestions from the public for our election manifesto. Took the o… https://t.co/1yt79EcX4J",FALSE,897,NA,2020-01-10 09:59:22,TRUE,NA,"1215573841411366912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",257,FALSE,FALSE,NA,NA
"<U+091C><U+092C> <U+0938><U+0947> <U+0924><U+0947><U+0930><U+093E> <U+092E><U+091C><U+093C><U+093E> <U+091A><U+0916><U+093E> <U+0939><U+093F><U+0902><U+0926><U+0940>, <U+0907><U+0936><U+094D><U+0915><U+093C> <U+0924><U+0947><U+0930><U+0947> <U+092E><U+0947><U+0902> <U+0916><U+094B> <U+0917><U+092F><U+093E> <U+0939><U+0948> '<U+0925><U+0930><U+0942><U+0930>'
<U+0905><U+092C> <U+0924><U+094B> English <U+092D><U+0940> <U+0938><U+094B><U+091A><U+0924><U+0940> <U+0939><U+094B><U+0917><U+0940>, ""<U+092F><U+0947> <U+0924><U+094B> <U+0939><U+093F><U+0902><U+0926><U+0940> <U+0915><U+093E> <U+0939><U+094B> <U+0917><U+092F><U+093E> <U+0939><U+0948> <U+0925>… https://t.co/RHUQYfq3QJ",FALSE,6025,NA,2020-01-10 09:47:57,TRUE,NA,"1215570967168053248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",799,FALSE,FALSE,NA,NA
"RT @JayasreeVijayan: When an ambulance had to rush its way forward to save a life, the thousands-strong anti CAA protest rally in Mannarkad…",FALSE,0,NA,2020-01-10 07:51:57,FALSE,NA,"1215541774833221634",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",455,TRUE,FALSE,NA,NA
"Delighted to meet Minister of Infrastructure of Alberta, Canada, <U+2066>@prasadpandayyc<U+2069>, who hails from Andhra Pradesh,… https://t.co/VVqLyr70Cs",FALSE,458,NA,2020-01-10 06:26:02,TRUE,NA,"1215520155209367552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",49,FALSE,FALSE,NA,NA
"Met the star thinker about our tech future, Vivek <U+2066>@wadhwa<U+2069>, with <U+2066>@HealthCube360<U+2069> founder &amp;chair Ramanan Laminaray… https://t.co/v15Hz041it",FALSE,231,NA,2020-01-10 06:20:50,TRUE,NA,"1215518844648710145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",35,FALSE,FALSE,NA,NA
"Delighted to meet <U+2066><U+2066>@twinclimbers<U+2069> Tashi &amp; Nungshi Malik. As a father of twins who only climb metaphorical mountain… https://t.co/1avssga6fG",FALSE,2062,NA,2020-01-10 06:15:53,TRUE,NA,"1215517600232267777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",118,FALSE,FALSE,NA,NA
"RT @jijoy_matt: Sons of the Sea, the real heroes who saved thousands of people during the time of the devastating flood in Kerala, now came…",FALSE,0,NA,2020-01-10 06:00:25,FALSE,NA,"1215513708266323969",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",199,TRUE,FALSE,NA,NA
"I have discovered this is a fake request. It was forwarded by a friend who was also taken in &amp; I tweeted it in good… https://t.co/7AaWuYiNhq",FALSE,638,NA,2020-01-10 05:48:20,TRUE,NA,"1215510664535396352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",89,FALSE,FALSE,NA,NA
"Sad incident points to how India’s image is changing around the world, for the worse: https://t.co/VNvbc6UmAg",FALSE,1743,NA,2020-01-10 05:44:40,FALSE,NA,"1215509744896528385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",346,FALSE,FALSE,NA,NA
"Good to meet you too @talktoapsara ! https://t.co/WPoSsYU7GT",FALSE,469,NA,2020-01-10 05:00:59,FALSE,NA,"1215498748802953216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",40,FALSE,FALSE,NA,NA
"The police may have been acting (or not) on orders, but who ordered the Delhi CM not to stand up for citizens’ righ… https://t.co/bXbawL8SXK",FALSE,6798,NA,2020-01-10 04:48:10,TRUE,NA,"1215495525660708864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1646,FALSE,FALSE,NA,NA
"RT @UmarKhalidJNU: In 2005, Manmohan Singh faced black flags in JNU as a protest against his economic policies. It became a big news. The a…",FALSE,0,NA,2020-01-09 17:54:50,FALSE,NA,"1215331106456666112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",16960,TRUE,FALSE,NA,NA
"Received from Thiruvananthapuram w/request to publicize: 4 donor kidneys available. Yesterday, a couple met with an… https://t.co/O8YZuX3eH5",FALSE,702,NA,2020-01-09 17:52:18,TRUE,NA,"1215330470033907712",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",249,FALSE,FALSE,NA,NA
"RT @anandspandian: ""And all around the world, we see the violence and suffering that can ensue when hard lines are drawn between those who…",FALSE,0,NA,2020-01-09 17:19:31,FALSE,NA,"1215322218747453440",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",14,TRUE,FALSE,NA,NA
"Terrific work @anandspandian. Proud of you &amp; hugely impressed! Keep it up - I am sure more laurels await you! https://t.co/3S270SCsAt",FALSE,325,NA,2020-01-09 17:19:04,FALSE,NA,"1215322106231017474",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",41,FALSE,FALSE,NA,NA
"RT @GauravGogoiAsm: Just before the elections in Delhi, the BJP government is allowing corporate funds to enter the party via the backdoor.…",FALSE,0,NA,2020-01-09 16:43:44,FALSE,NA,"1215313216542142464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",612,TRUE,FALSE,NA,NA
"Sanjay Hegde v. @Twitter: Delhi HC Issues Notice On Plea Against Account Suspension. I think @sanjayuvacha raises s… https://t.co/L48ttXSrUn",FALSE,910,NA,2020-01-09 16:42:10,TRUE,NA,"1215312821426085888",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",304,FALSE,FALSE,NA,NA
